accession	variant
MW988021.1	B.1.1.7
MW988023.1	B.1.1.7
MW988024.1	B.1.1.7
MW988025.1	B.1.1.7
MW988027.1	B.1.1.7
MW988030.1	B.1.1.7
MW988036.1	B.1.1.7
MW988037.1	B.1.1.7
MW988038.1	B.1.1.7
MW988041.1	B.1.1.7
MW988044.1	B.1.1.7
MW988049.1	B.1.1.7
MW988050.1	B.1.1.7
MW988053.1	B.1.1.7
MW988055.1	B.1.1.7
MW988058.1	B.1.1.7
MW988059.1	B.1.1.7
MW988061.1	B.1.1.7
MW988064.1	B.1.1.7
MW988066.1	B.1.1.7
MW988068.1	B.1.1.7
MW988121.1	B.1.1.7
MW988123.1	B.1.1.7
MW988127.1	B.1.1.7
MW988129.1	B.1.1.7
MW988136.1	B.1.1.7
MW988138.1	B.1.526
MW988142.1	B.1.1.7
MW988144.1	B.1.1.7
MW988145.1	B.1.1.7
MW988147.1	B.1.1.7
MW988151.1	B.1.1.7
MW988153.1	B.1.1.7
MW988161.1	B.1.427_B.1.429
MW988162.1	B.1.1.7
MW988164.1	B.1.1.7
MW988165.1	B.1.1.7
MW988168.1	B.1.1.7
MW988179.1	B.1.427_B.1.429
MW988180.1	B.1.1.7
MW988182.1	B.1.1.7
MW988190.1	B.1.1.7
MW988197.1	B.1.1.7
MW988200.1	B.1.1.7
MW988204.1	P.1
MW988207.1	B.1.1.7
MW988208.1	B.1.1.7
MW988211.1	B.1.1.7
MW988212.1	B.1.1.7
MW988213.1	B.1.526
MW988214.1	B.1.1.7
MW988216.1	C.37
MW988217.1	B.1.1.7
MW988221.1	B.1.1.7
MW988222.1	B.1.1.7
MW988224.1	B.1.1.7
MW988225.1	B.1.1.7
MW988228.1	B.1.1.7
MW988231.1	B.1.1.7
MW988233.1	B.1.1.7
MW988235.1	B.1.1.7
MW988237.1	B.1.1.7
MW988240.1	B.1.1.7
MW988241.1	B.1.1.7
MW988243.1	B.1.1.7
MW988244.1	C.37
MW988246.1	B.1.1.7
MW988250.1	B.1.1.7
MW988251.1	B.1.1.7
MW988252.1	B.1.1.7
MW988253.1	B.1.1.7
MW988254.1	B.1.1.7
MW988255.1	B.1.1.7
MW988256.1	B.1.526
MW988257.1	B.1.1.7
MW988258.1	B.1.1.7
MW988261.1	B.1.1.7
MW988262.1	B.1.1.7
MW988263.1	B.1.1.7
MW988264.1	B.1.1.7
MW988265.1	B.1.1.7
MW988266.1	B.1.1.7
MW988267.1	B.1.1.7
MW988268.1	B.1.1.7
MW988269.1	B.1.1.7
MW988270.1	B.1.1.7
MW988271.1	B.1.1.7
MW988272.1	B.1.1.7
MW988276.1	B.1.525
MW988277.1	B.1.1.7
MW988278.1	B.1.1.7
MW988279.1	B.1.1.7
MW988280.1	B.1.1.7
MW988281.1	B.1.1.7
MW988284.1	B.1.1.7
MW988285.1	B.1.1.7
MW988288.1	P.1
MW988291.1	B.1.1.7
MW988292.1	B.1.1.7
MW988293.1	B.1.526
MW988294.1	B.1.1.7
MW988297.1	B.1.1.7
MW988299.1	B.1.1.7
MW988300.1	B.1.525
MW988301.1	B.1.1.7
MW988329.1	B.1.427_B.1.429
MW988334.1	B.1.427_B.1.429
MW988336.1	B.1.1.7
MW988340.1	B.1.526
MW988343.1	B.1.526
MW988344.1	B.1.526
MW988350.1	B.1.526
MW988351.1	B.1.526
MW988352.1	B.1.526
MW988353.1	B.1.526
MW988354.1	B.1.526
MW988355.1	B.1.526
MW988359.1	B.1.526
MW988360.1	B.1.1.7
MW988376.1	B.1.427_B.1.429
MW988377.1	B.1.1.7
MW988378.1	B.1.1.7
MW988380.1	B.1.1.7
MW988381.1	B.1.1.7
MW988382.1	B.1.1.7
MW988383.1	B.1.1.7
MW988385.1	B.1.427_B.1.429
MW988390.1	B.1.1.7
MW988391.1	B.1.1.7
MW988393.1	B.1.1.7
MW988394.1	B.1.1.7
MW988398.1	B.1.1.7
MW988400.1	B.1.427_B.1.429
MW988401.1	B.1.1.7
MW988407.1	B.1.427_B.1.429
MW988410.1	B.1.1.7
MW988411.1	B.1.1.7
MW988412.1	B.1.1.7
MW988413.1	B.1.1.7
MW988414.1	B.1.1.7
MW988416.1	B.1.1.7
MW988417.1	B.1.1.7
MW988418.1	B.1.1.7
MW988419.1	B.1.1.7
MW988420.1	B.1.1.7
MW988421.1	B.1.1.7
MW988424.1	B.1.1.7
MW988425.1	B.1.1.7
MW988427.1	B.1.1.7
MW988428.1	B.1.1.7
MW988429.1	B.1.1.7
MW988430.1	B.1.427_B.1.429
MW988432.1	B.1.1.7
MW988439.1	B.1.1.7
MW988440.1	B.1.427_B.1.429
MW988441.1	B.1.1.7
MW988442.1	B.1.1.7
MW988443.1	B.1.1.7
MW988444.1	B.1.1.7
MW988445.1	B.1.427_B.1.429
MW988446.1	B.1.1.7
MW988447.1	B.1.1.7
MW988448.1	B.1.1.7
MW988449.1	B.1.1.7
MW988450.1	B.1.1.7
MW988451.1	B.1.1.7
MW988452.1	B.1.1.7
MW988456.1	B.1.1.7
MW988457.1	B.1.1.7
MW988467.1	B.1.1.7
MW988468.1	B.1.427_B.1.429
MW988470.1	B.1.1.7
MW988471.1	B.1.1.7
MW988477.1	B.1.1.7
MW988479.1	B.1.1.7
MW988483.1	B.1.1.7
MW988486.1	B.1.1.7
MW988489.1	B.1.1.7
MW988490.1	B.1.1.7
MW988491.1	B.1.1.7
MW988493.1	B.1.1.7
MW988495.1	B.1.1.7
MW988496.1	B.1.1.7
MW988498.1	B.1.1.7
MW988509.1	B.1.526
MW988510.1	B.1.427_B.1.429
MW988511.1	B.1.1.7
MW988513.1	B.1.1.7
MW988517.1	B.1.1.7
MW988518.1	B.1.1.7
MW988522.1	B.1.1.7
MW988526.1	B.1.1.7
MW988527.1	B.1.1.7
MW988528.1	B.1.427_B.1.429
MW988529.1	B.1.1.7
MW988530.1	B.1.1.7
MW988531.1	B.1.1.7
MW988536.1	B.1.1.7
MW988594.1	B.1.1.7
MW988595.1	B.1.1.7
MW988596.1	B.1.1.7
MW988597.1	B.1.1.7
MW988599.1	B.1.1.7
MW988600.1	B.1.1.7
MW988601.1	B.1.1.7
MW988602.1	B.1.1.7
MW988605.1	B.1.1.7
MW988606.1	B.1.1.7
MW988608.1	B.1.1.7
MW988609.1	B.1.1.7
MW988610.1	B.1.1.7
MW988612.1	B.1.1.7
MW988614.1	B.1.1.7
MW988617.1	B.1.1.7
MW988618.1	B.1.1.7
MW988619.1	B.1.1.7
MW988622.1	B.1.526
MW988623.1	B.1.1.7
MW988624.1	B.1.526
MW988625.1	B.1.1.7
MW988626.1	B.1.1.7
MW988627.1	B.1.1.7
MW988628.1	B.1.1.7
MW988630.1	B.1.1.7
MW988632.1	B.1.1.7
MW988634.1	B.1.1.7
MW988635.1	B.1.1.7
MW988636.1	B.1.1.7
MW988637.1	B.1.526
MW988639.1	B.1.1.7
MW988640.1	B.1.1.7
MW988642.1	B.1.526
MW988643.1	B.1.1.7
MW988644.1	B.1.1.7
MW988645.1	B.1.1.7
MW988646.1	B.1.1.7
MW988647.1	B.1.1.7
MW988648.1	B.1.1.7
MW988649.1	B.1.1.7
MW988650.1	B.1.1.7
MW988652.1	B.1.526
MW988653.1	B.1.1.7
MW988654.1	B.1.1.7
MW988656.1	B.1.1.7
MW988658.1	B.1.1.7
MW988661.1	B.1.526
MW988662.1	B.1.1.7
MW988663.1	B.1.1.7
MW988664.1	B.1.1.7
MW988665.1	B.1.1.7
MW988667.1	B.1.1.7
MW988668.1	B.1.1.7
MW988670.1	B.1.1.7
MW988672.1	B.1.1.7
MW988673.1	B.1.1.7
MW988674.1	B.1.1.7
MW988675.1	B.1.1.7
MW988676.1	B.1.1.7
MW988677.1	B.1.1.7
MW988678.1	B.1.1.7
MW988679.1	B.1.1.7
MW988680.1	B.1.526
MW988681.1	B.1.1.7
MW988682.1	B.1.1.7
MW988683.1	B.1.526
MW988684.1	B.1.1.7
MW988685.1	B.1.1.7
MW988686.1	B.1.1.7
MW988687.1	B.1.1.7
MW988688.1	B.1.1.7
MW988689.1	B.1.1.7
MW988690.1	B.1.1.7
MW988691.1	B.1.1.7
MW988693.1	B.1.1.7
MW988695.1	B.1.1.7
MW988696.1	B.1.1.7
MW988697.1	B.1.1.7
MW988699.1	B.1.1.7
MW988700.1	B.1.1.7
MW988701.1	B.1.1.7
MW988704.1	B.1.1.7
MW988705.1	B.1.1.7
MW988706.1	B.1.1.7
MW988707.1	B.1.1.7
MW988709.1	B.1.1.7
MW988710.1	B.1.1.7
MW988712.1	B.1.1.7
MW988715.1	B.1.1.7
MW988717.1	B.1.1.7
MW988718.1	B.1.1.7
MW988719.1	B.1.1.7
MW988720.1	B.1.1.7
MW988721.1	B.1.1.7
MW988722.1	B.1.1.7
MW988723.1	B.1.1.7
MW988724.1	B.1.526
MW988725.1	B.1.1.7
MW988726.1	B.1.1.7
MW988727.1	B.1.1.7
MW988728.1	B.1.1.7
MW988729.1	B.1.1.7
MW988731.1	B.1.1.7
MW988733.1	B.1.1.7
MW988734.1	B.1.526
MW988736.1	B.1.1.7
MW988737.1	B.1.1.7
MW988738.1	B.1.1.7
MW988739.1	B.1.1.7
MW988740.1	B.1.1.7
MW988742.1	B.1.1.7
MW988744.1	B.1.1.7
MW988746.1	B.1.1.7
MW988747.1	B.1.526
MW988749.1	B.1.1.7
MW988750.1	B.1.1.7
MW988751.1	B.1.1.7
MW988752.1	B.1.1.7
MW988754.1	B.1.1.7
MW988755.1	B.1.1.7
MW988756.1	B.1.1.7
MW988758.1	B.1.1.7
MW988759.1	B.1.1.7
MW988761.1	B.1.1.7
MW988762.1	B.1.1.7
MW988765.1	B.1.1.7
MW988767.1	B.1.1.7
MW988769.1	B.1.1.7
MW988770.1	B.1.1.7
MW988771.1	B.1.1.7
MW988772.1	B.1.1.7
MW988773.1	B.1.1.7
MW988776.1	B.1.1.7
MW988777.1	B.1.1.7
MW988778.1	B.1.1.7
MW988780.1	B.1.526
MW988782.1	B.1.1.7
MW988783.1	B.1.1.7
MW988784.1	B.1.1.7
MW988785.1	B.1.1.7
MW988786.1	B.1.1.7
MW988787.1	B.1.1.7
MW988791.1	B.1.1.7
MW988793.1	B.1.1.7
MW988797.1	B.1.1.7
MW988798.1	B.1.351
MW988799.1	B.1.1.7
MW988800.1	B.1.1.7
MW988804.1	B.1.1.7
MW988806.1	B.1.526
MW988807.1	B.1.1.7
MW988808.1	B.1.1.7
MW988809.1	B.1.1.7
MW988810.1	B.1.1.7
MW988812.1	B.1.526
MW988813.1	B.1.1.7
MW988814.1	B.1.1.7
MW988815.1	B.1.1.7
MW988816.1	B.1.1.7
MW988817.1	B.1.526
MW988819.1	B.1.1.7
MW988821.1	B.1.1.7
MW988822.1	B.1.1.7
MW988823.1	B.1.1.7
MW988824.1	B.1.1.7
MW988825.1	B.1.1.7
MW988826.1	B.1.1.7
MW988827.1	B.1.1.7
MW988829.1	B.1.1.7
MW988830.1	B.1.526
MW988832.1	B.1.1.7
MW988834.1	B.1.526
MW988836.1	B.1.1.7
MW988837.1	B.1.1.7
MW988838.1	B.1.1.7
MW988839.1	B.1.1.7
MW988842.1	B.1.1.7
MW988844.1	B.1.526
MW988845.1	B.1.1.7
MW988846.1	B.1.1.7
MW988848.1	B.1.1.7
MW988849.1	B.1.1.7
MW988852.1	B.1.1.7
MW988853.1	B.1.1.7
MW988854.1	B.1.1.7
MW988855.1	B.1.1.7
MW988856.1	B.1.1.7
MW988857.1	B.1.1.7
MW988858.1	B.1.1.7
MW988860.1	B.1.1.7
MW988863.1	B.1.1.7
MW988864.1	B.1.526
MW988865.1	B.1.1.7
MW988866.1	B.1.1.7
MW988867.1	B.1.1.7
MW988869.1	B.1.1.7
MW988870.1	B.1.526
MW988871.1	B.1.1.7
MW988872.1	B.1.1.7
MW988873.1	B.1.1.7
MW988875.1	B.1.1.7
MW988876.1	B.1.1.7
MW988877.1	B.1.526
MW988878.1	B.1.1.7
MW988879.1	B.1.1.7
MW988880.1	B.1.1.7
MW988881.1	B.1.1.7
MW988883.1	B.1.1.7
MW988885.1	B.1.1.7
MW988886.1	B.1.1.7
MW988887.1	B.1.1.7
MW988888.1	B.1.1.7
MW988889.1	B.1.1.7
MW988890.1	B.1.1.7
MW988892.1	B.1.1.7
MW988893.1	B.1.1.7
MW988895.1	B.1.1.7
MW988897.1	B.1.1.7
MW988899.1	B.1.1.7
MW988900.1	B.1.1.7
MW988901.1	B.1.1.7
MW988902.1	B.1.1.7
MW988903.1	B.1.526
MW988904.1	B.1.1.7
MW988906.1	B.1.1.7
MW988907.1	B.1.1.7
MW988909.1	B.1.1.7
MW988912.1	B.1.1.7
MW988916.1	B.1.1.7
MW988917.1	B.1.1.7
MW988918.1	B.1.1.7
MW988919.1	B.1.1.7
MW988920.1	B.1.1.7
MW988921.1	B.1.1.7
MW988922.1	B.1.1.7
MW988923.1	B.1.526
MW988924.1	B.1.1.7
MW988926.1	B.1.1.7
MW988928.1	B.1.1.7
MW988929.1	B.1.1.7
MW988932.1	B.1.1.7
MW988933.1	B.1.1.7
MW988935.1	B.1.1.7
MW988936.1	B.1.1.7
MW988937.1	B.1.526
MW988938.1	B.1.1.7
MW988939.1	B.1.1.7
MW988940.1	B.1.1.7
MW988943.1	B.1.1.7
MW988946.1	B.1.526
MW988947.1	B.1.1.7
MW988948.1	B.1.1.7
MW988949.1	B.1.1.7
MW988951.1	B.1.1.7
MW988952.1	B.1.1.7
MW988954.1	B.1.1.7
MW988956.1	B.1.1.7
MW988957.1	B.1.1.7
MW988958.1	B.1.1.7
MW988959.1	B.1.1.7
MW988960.1	B.1.1.7
MW988962.1	B.1.526
MW988963.1	B.1.1.7
MW988967.1	B.1.1.7
MW988968.1	B.1.1.7
MW988969.1	B.1.1.7
MW988971.1	B.1.1.7
MW988972.1	B.1.1.7
MW988973.1	B.1.1.7
MW988974.1	B.1.525
MW988977.1	B.1.1.7
MW988980.1	B.1.526
MW988981.1	B.1.526
MW988982.1	B.1.1.7
MW988983.1	B.1.1.7
MW988985.1	B.1.1.7
MW988986.1	B.1.1.7
MW988987.1	B.1.1.7
MW988990.1	B.1.1.7
MW988993.1	B.1.1.7
MW988994.1	B.1.1.7
MW988995.1	B.1.1.7
MW988996.1	B.1.1.7
MW988997.1	B.1.1.7
MW989000.1	B.1.1.7
MW989001.1	B.1.526
MW989002.1	B.1.1.7
MW989003.1	B.1.1.7
MW989005.1	B.1.1.7
MW989006.1	B.1.1.7
MW989008.1	B.1.1.7
MW989009.1	B.1.1.7
MW989010.1	B.1.1.7
MW989012.1	B.1.1.7
MW989015.1	B.1.1.7
MW989017.1	B.1.525
MW989020.1	B.1.526
MW989022.1	B.1.1.7
MW989023.1	B.1.1.7
MW989025.1	B.1.1.7
MW989026.1	B.1.526
MW989027.1	B.1.1.7
MW989029.1	B.1.1.7
MW989030.1	B.1.1.7
MW989033.1	B.1.1.7
MW989036.1	B.1.1.7
MW989038.1	B.1.1.7
MW989039.1	B.1.1.7
MW989040.1	B.1.1.7
MW989041.1	B.1.1.7
MW989042.1	B.1.1.7
MW989044.1	B.1.1.7
MW989045.1	B.1.1.7
MW989046.1	B.1.1.7
MW989047.1	B.1.1.7
MW989048.1	B.1.1.7
MW989049.1	B.1.1.7
MW989051.1	B.1.1.7
MW989053.1	B.1.1.7
MW989054.1	B.1.1.7
MW989055.1	B.1.1.7
MW989056.1	B.1.1.7
MW989058.1	B.1.1.7
MW989059.1	B.1.1.7
MW989061.1	B.1.1.7
MW989062.1	B.1.1.7
MW989063.1	B.1.1.7
MW989064.1	B.1.1.7
MW989065.1	B.1.1.7
MW989066.1	B.1.1.7
MW989067.1	B.1.1.7
MW989068.1	B.1.1.7
MW989070.1	B.1.1.7
MW989071.1	B.1.1.7
MW989072.1	B.1.1.7
MW989073.1	B.1.1.7
MW989077.1	B.1.1.7
MW989078.1	B.1.1.7
MW989079.1	B.1.1.7
MW989080.1	B.1.1.7
MW989081.1	B.1.526
MW989082.1	B.1.1.7
MW989085.1	B.1.1.7
MW989086.1	B.1.1.7
MW989087.1	B.1.1.7
MW989088.1	B.1.1.7
MW989092.1	B.1.1.7
MW989094.1	B.1.1.7
MW989095.1	B.1.1.7
MW989096.1	B.1.1.7
MW989097.1	B.1.1.7
MW989098.1	B.1.1.7
MW989099.1	B.1.1.7
MW989100.1	B.1.1.7
MW989101.1	B.1.1.7
MW989104.1	B.1.1.7
MW989105.1	B.1.1.7
MW989106.1	B.1.1.7
MW989107.1	B.1.1.7
MW989108.1	B.1.1.7
MW989110.1	B.1.1.7
MW989111.1	B.1.1.7
MW989113.1	B.1.1.7
MW989114.1	B.1.1.7
MW989115.1	B.1.1.7
MW989116.1	B.1.1.7
MW989117.1	B.1.1.7
MW989118.1	B.1.1.7
MW989119.1	B.1.1.7
MW989121.1	B.1.1.7
MW989124.1	B.1.1.7
MW989125.1	B.1.1.7
MW989127.1	B.1.1.7
MW989128.1	B.1.1.7
MW989130.1	B.1.1.7
MW989131.1	B.1.1.7
MW989132.1	B.1.1.7
MW989134.1	B.1.1.7
MW989135.1	B.1.1.7
MW989136.1	B.1.1.7
MW989137.1	B.1.1.7
MW989138.1	B.1.1.7
MW989139.1	B.1.1.7
MW989140.1	B.1.1.7
MW989141.1	B.1.526
MW989142.1	B.1.1.7
MW989144.1	B.1.1.7
MW989146.1	B.1.1.7
MW989148.1	B.1.1.7
MW989149.1	B.1.1.7
MW989151.1	B.1.1.7
MW989152.1	B.1.1.7
MW989153.1	B.1.1.7
MW989155.1	B.1.1.7
MW989156.1	B.1.526
MW989157.1	B.1.1.7
MW989158.1	B.1.1.7
MW989159.1	B.1.1.7
MW989160.1	B.1.1.7
MW989164.1	B.1.1.7
MW989165.1	B.1.1.7
MW989166.1	B.1.1.7
MW989167.1	B.1.1.7
MW989169.1	B.1.1.7
MW989170.1	B.1.1.7
MW989172.1	B.1.526
MW989173.1	B.1.526
MW989174.1	B.1.1.7
MW989175.1	B.1.1.7
MW989176.1	B.1.1.7
MW989177.1	B.1.1.7
MW989178.1	B.1.1.7
MW989181.1	B.1.1.7
MW989182.1	B.1.1.7
MW989183.1	B.1.1.7
MW989184.1	B.1.1.7
MW989188.1	B.1.1.7
MW989189.1	B.1.1.7
MW989190.1	B.1.1.7
MW989191.1	B.1.1.7
MW989192.1	B.1.1.7
MW989193.1	B.1.1.7
MW989194.1	B.1.1.7
MW989195.1	B.1.525
MW989197.1	B.1.1.7
MW989199.1	B.1.1.7
MW989200.1	B.1.1.7
MW989201.1	B.1.1.7
MW989202.1	B.1.1.7
MW989204.1	B.1.1.7
MW989205.1	B.1.1.7
MW989206.1	B.1.1.7
MW989207.1	B.1.1.7
MW989208.1	B.1.1.7
MW989211.1	B.1.1.7
MW989212.1	B.1.1.7
MW989214.1	B.1.1.7
MW989216.1	B.1.1.7
MW989217.1	B.1.1.7
MW989218.1	B.1.1.7
MW989219.1	B.1.1.7
MW989224.1	B.1.1.7
MW989225.1	B.1.1.7
MW989226.1	B.1.1.7
MW989227.1	B.1.1.7
MW989228.1	B.1.1.7
MW989229.1	B.1.1.7
MW989230.1	B.1.1.7
MW989232.1	B.1.1.7
MW989233.1	B.1.1.7
MW989235.1	B.1.1.7
MW989236.1	B.1.1.7
MW989237.1	B.1.1.7
MW989239.1	B.1.1.7
MW989240.1	B.1.1.7
MW989241.1	B.1.1.7
MW989242.1	B.1.1.7
MW989243.1	B.1.1.7
MW989244.1	B.1.1.7
MW989245.1	B.1.1.7
MW989249.1	B.1.1.7
MW989250.1	B.1.1.7
MW989251.1	B.1.1.7
MW989253.1	B.1.1.7
MW989254.1	B.1.1.7
MW989255.1	B.1.1.7
MW989256.1	B.1.427_B.1.429
MW989257.1	B.1.1.7
MW989260.1	B.1.1.7
MW989261.1	B.1.427_B.1.429
MW989262.1	B.1.1.7
MW989264.1	B.1.1.7
MW989265.1	B.1.1.7
MW989267.1	B.1.1.7
MW989268.1	B.1.1.7
MW989269.1	B.1.1.7
MW989272.1	B.1.1.7
MW989273.1	B.1.1.7
MW989274.1	B.1.1.7
MW989275.1	B.1.526
MW989277.1	B.1.1.7
MW989279.1	B.1.1.7
MW989282.1	B.1.1.7
MW989285.1	B.1.1.7
MW989286.1	B.1.1.7
MW989287.1	B.1.1.7
MW989289.1	B.1.1.7
MW989291.1	B.1.1.7
MW989292.1	B.1.1.7
MW989293.1	B.1.1.7
MW989296.1	B.1.1.7
MW989298.1	B.1.1.7
MW989299.1	B.1.1.7
MW989300.1	B.1.1.7
MW989301.1	B.1.1.7
MW989302.1	B.1.1.7
MW989303.1	B.1.1.7
MW989306.1	B.1.1.7
MW989307.1	B.1.427_B.1.429
MW989308.1	B.1.1.7
MW989312.1	B.1.1.7
MW989314.1	B.1.526
MW989315.1	B.1.1.7
MW989317.1	B.1.1.7
MW989318.1	B.1.1.7
MW989320.1	B.1.1.7
MW989321.1	B.1.427_B.1.429
MW989322.1	B.1.1.7
MW989324.1	B.1.1.7
MW989325.1	B.1.1.7
MW989326.1	B.1.1.7
MW989327.1	B.1.1.7
MW989328.1	B.1.1.7
MW989329.1	B.1.1.7
MW989330.1	B.1.1.7
MW989331.1	B.1.1.7
MW989334.1	B.1.1.7
MW989335.1	B.1.427_B.1.429
MW989336.1	B.1.1.7
MW989337.1	B.1.1.7
MW989340.1	B.1.1.7
MW989341.1	B.1.1.7
MW989342.1	B.1.1.7
MW989343.1	B.1.1.7
MW989346.1	B.1.1.7
MW989347.1	B.1.1.7
MW989348.1	B.1.1.7
MW989349.1	B.1.1.7
MW989350.1	B.1.1.7
MW989352.1	B.1.1.7
MW989353.1	B.1.1.7
MW989355.1	B.1.1.7
MW989356.1	B.1.1.7
MW989357.1	B.1.526
MW989358.1	B.1.1.7
MW989360.1	B.1.1.7
MW989363.1	B.1.526
MW989365.1	B.1.1.7
MW989366.1	B.1.1.7
MW989367.1	B.1.1.7
MW989369.1	B.1.1.7
MW989370.1	B.1.1.7
MW989371.1	B.1.1.7
MW989373.1	B.1.1.7
MW989374.1	B.1.1.7
MW989376.1	B.1.1.7
MW989447.1	B.1.1.7
MW989458.1	B.1.1.7
MW989479.1	B.1.1.7
MW989758.1	B.1.427_B.1.429
MW989759.1	B.1.427_B.1.429
MW989764.1	B.1.427_B.1.429
MW989767.1	B.1.427_B.1.429
MW989769.1	B.1.427_B.1.429
MW989775.1	B.1.427_B.1.429
MW989779.1	B.1.427_B.1.429
MW989782.1	B.1.526
MW989783.1	B.1.526
MW989787.1	B.1.526
MW989788.1	B.1.526
MW989789.1	B.1.526
MW989791.1	B.1.526
MW989792.1	B.1.526
MW989793.1	B.1.526
MW989795.1	B.1.526
MW989796.1	B.1.526
MW989797.1	B.1.526
MW989798.1	B.1.526
MW989799.1	B.1.526
MW989800.1	B.1.526
MW989801.1	B.1.526
MW989802.1	B.1.526
MW989803.1	B.1.526
MW989804.1	B.1.526
MW989805.1	B.1.617.2
MW989806.1	B.1.526
MW989810.1	B.1.526
MW989811.1	B.1.427_B.1.429
MW989812.1	B.1.427_B.1.429
MW989813.1	B.1.427_B.1.429
MW989817.1	B.1.427_B.1.429
MW989818.1	B.1.526
MW989820.1	B.1.427_B.1.429
MW989822.1	C.37
MW989831.1	B.1.427_B.1.429
MW989833.1	B.1.427_B.1.429
MW989834.1	B.1.427_B.1.429
MW989835.1	B.1.427_B.1.429
MW989852.1	B.1.526
MW989855.1	B.1.526
MW989865.1	B.1.427_B.1.429
MW989866.1	B.1.427_B.1.429
MW989867.1	B.1.526
MW989868.1	B.1.526
MW989870.1	B.1.427_B.1.429
MW989871.1	B.1.427_B.1.429
MW989872.1	B.1.427_B.1.429
MW989874.1	B.1.427_B.1.429
MW989876.1	B.1.427_B.1.429
MW989879.1	B.1.427_B.1.429
MW989881.1	B.1.427_B.1.429
MW989884.1	B.1.427_B.1.429
MW989887.1	B.1.526
MW989888.1	B.1.427_B.1.429
MW989889.1	B.1.427_B.1.429
MW989895.1	B.1.427_B.1.429
MW989897.1	B.1.526
MW989899.1	B.1.427_B.1.429
MW989908.1	B.1.526
MW989909.1	B.1.526
MW989911.1	B.1.427_B.1.429
MW989914.1	B.1.427_B.1.429
MW989916.1	B.1.427_B.1.429
MW989917.1	B.1.427_B.1.429
MW989918.1	B.1.427_B.1.429
MW989919.1	B.1.427_B.1.429
MW989921.1	B.1.427_B.1.429
MW989922.1	B.1.427_B.1.429
MW989923.1	B.1.427_B.1.429
MW989924.1	B.1.427_B.1.429
MW989925.1	B.1.427_B.1.429
MW989926.1	B.1.427_B.1.429
MW989928.1	B.1.427_B.1.429
MW989931.1	B.1.427_B.1.429
MW989932.1	B.1.427_B.1.429
MW989933.1	B.1.427_B.1.429
MW989934.1	B.1.427_B.1.429
MW989935.1	B.1.427_B.1.429
MW989936.1	B.1.427_B.1.429
MW989937.1	B.1.427_B.1.429
MW989938.1	B.1.427_B.1.429
MW989939.1	B.1.427_B.1.429
MW989942.1	B.1.526
MW989943.1	B.1.526
MW989944.1	B.1.526
MW989945.1	B.1.526
MW989946.1	B.1.526
MW989947.1	B.1.526
MW989954.1	B.1.526
MW990254.1	P.1
MW990255.1	P.1
MW990258.1	P.1
MW990259.1	P.1
MW990261.1	P.1
MW990262.1	P.1
MW990265.1	P.1
MW990267.1	P.1
MW990269.1	P.1
MW990273.1	P.1
MW990277.1	P.1
MW990280.1	P.1
MW990281.1	P.1
MW990283.1	P.1
MW990286.1	P.1
MW990288.1	P.1
MW990289.1	P.1
MW990291.1	P.1
MW990293.1	P.1
MW990294.1	P.1
MW990295.1	P.1
MW990296.1	P.1
MW990297.1	P.1
MW990298.1	P.1
MW990299.1	P.1
MW990300.1	P.1
MW990301.1	P.1
MW990302.1	P.1
MW990303.1	P.1
MW990309.1	B.1.1.7
MW990313.1	B.1.427_B.1.429
MW990341.1	B.1.1.7
MW990348.1	B.1.1.7
MW990349.1	B.1.1.7
MW990352.1	B.1.526
MW990370.1	B.1.1.7
MW990371.1	P.1
MW990387.1	B.1.1.7
MW990390.1	B.1.427_B.1.429
MW990394.1	B.1.1.7
MW990419.1	B.1.1.7
MW990422.1	B.1.1.7
MW990424.1	B.1.1.7
MW990425.1	B.1.526
MW990427.1	B.1.526
MW990428.1	B.1.1.7
MW990432.1	B.1.427_B.1.429
MW990433.1	P.1
MW990434.1	B.1.1.7
MW990435.1	B.1.1.7
MW990437.1	B.1.1.7
MW990438.1	B.1.1.7
MW990439.1	B.1.1.7
MW990440.1	B.1.1.7
MW990441.1	B.1.427_B.1.429
MW990443.1	B.1.1.7
MW990444.1	B.1.427_B.1.429
MW990445.1	B.1.1.7
MW990447.1	B.1.1.7
MW990448.1	B.1.1.7
MW990454.1	B.1.1.7
MW990455.1	B.1.1.7
MW990456.1	B.1.1.7
MW990457.1	B.1.1.7
MW990458.1	B.1.1.7
MW990460.1	B.1.526
MW990461.1	B.1.1.7
MW990462.1	B.1.1.7
MW990463.1	B.1.1.7
MW990465.1	B.1.1.7
MW990466.1	B.1.1.7
MW990467.1	B.1.1.7
MW990468.1	B.1.1.7
MW990469.1	B.1.1.7
MW990470.1	B.1.1.7
MW990472.1	B.1.526
MW990473.1	B.1.1.7
MW990474.1	B.1.1.7
MW990475.1	B.1.427_B.1.429
MW990477.1	B.1.526
MW990478.1	B.1.1.7
MW990480.1	B.1.526
MW990481.1	B.1.1.7
MW990483.1	B.1.1.7
MW990484.1	B.1.1.7
MW990488.1	B.1.351
MW990490.1	B.1.1.7
MW990492.1	B.1.526
MW990493.1	B.1.1.7
MW990494.1	B.1.1.7
MW990496.1	B.1.1.7
MW990497.1	B.1.1.7
MW990498.1	B.1.1.7
MW990499.1	B.1.1.7
MW990500.1	B.1.1.7
MW990501.1	B.1.526
MW990504.1	B.1.1.7
MW990505.1	B.1.1.7
